contigID	sample	contig	BGC category	BGC product	core start	core end	NRPS	PKS	RiPP	other	terpene
ERR594312_k141_167474	ERR594312	k141_167474	other	ectoine	25409	25799	0	0	0	1	0
ERR594312_k141_741055	ERR594312	k141_741055	PKS	arylpolyene	315358	319003	0	1	0	0	0
ERR594312_k141_688930	ERR594312	k141_688930	RiPP	RiPP-like	43331	44180	0	0	1	0	0
ERR594312_k141_640264	ERR594312	k141_640264	RiPP	RiPP-like	8702	9542	0	0	1	0	0
ERR594312_k141_1007854	ERR594312	k141_1007854	other	acyl_amino_acids	10117	11323	0	0	0	1	0
ERR594312_k141_691736	ERR594312	k141_691736	other	ectoine	17988	18378	0	0	0	1	0
ERR594312_k141_537470	ERR594312	k141_537470	RiPP	RiPP-like	81641	82490	0	0	1	0	0
ERR594312_k141_381791	ERR594312	k141_381791	RiPP	RiPP-like	3339	4206	0	0	1	0	0
ERR594312_k141_331327	ERR594312	k141_331327	RiPP	RiPP-like	6851	7700	0	0	1	0	0
ERR594312_k141_800757	ERR594312	k141_800757	RiPP	RiPP-like	17520	18795	0	0	1	0	0
ERR594312_k141_539425	ERR594312	k141_539425	RiPP	RiPP-like	7899	8751	0	0	1	0	0
ERR594312_k141_71301	ERR594312	k141_71301	terpene	terpene	146707	147739	0	0	0	0	1
ERR594312_k141_959636	ERR594312	k141_959636	NRPS	NRPS	2	3920	1	0	0	0	0
ERR594312_k141_72676	ERR594312	k141_72676	terpene	terpene	136196	137099	0	0	0	0	1
ERR594312_k141_282074	ERR594312	k141_282074	other	NI-siderophore	7819	11792	0	0	0	1	0
ERR594312_k141_387586	ERR594312	k141_387586	other	NAGGN	6741	11558	0	0	0	1	0
ERR594312_k141_440435	ERR594312	k141_440435	other	hserlactone	103509	104124	0	0	0	1	0
ERR594312_k141_389160	ERR594312	k141_389160	other	betalactone	5216	12106	0	0	0	1	0
ERR594312_k141_285626	ERR594312	k141_285626	RiPP	ranthipeptide	10871	12317	0	0	1	0	0
ERR594312_k141_908139	ERR594312	k141_908139	terpene	terpene	590793	591969	0	0	0	0	1
ERR594312_k141_445788	ERR594312	k141_445788	other	ectoine	43345	43744	0	0	0	1	0
ERR594312_k141_863470	ERR594312	k141_863470	PKS	T3PKS	29290	30322	0	1	0	0	0
ERR594312_k141_863470	ERR594312	k141_863470	other	phosphonate	328787	332633	0	0	0	1	0
ERR594312_k141_238226	ERR594312	k141_238226	other	hserlactone	66844	67621	0	0	0	1	0
ERR594312_k141_759162	ERR594312	k141_759162	RiPP	RiPP-like	22619	23048	0	0	1	0	0
ERR594312_k141_864390	ERR594312	k141_864390	RiPP	redox-cofactor	310222	312419	0	0	1	0	0
ERR594312_k141_706271	ERR594312	k141_706271	NRPS	NRPS	5149	9451	1	0	0	0	0
ERR594312_k141_606542	ERR594312	k141_606542	RiPP	redox-cofactor	3147	5474	0	0	1	0	0
ERR594312_k141_503268	ERR594312	k141_503268	NRPS	NRPS-like	30754	33685	1	0	0	0	0
ERR594312_k141_503268	ERR594312	k141_503268	RiPP	RiPP-like	256674	257520	0	0	1	0	0
ERR594312_k141_554367	ERR594312	k141_554367	RiPP	ranthipeptide	27144	30621	0	0	1	0	0
ERR594312_k141_1028116	ERR594312	k141_1028116	other	hserlactone	5311	5968	0	0	0	1	0
ERR594312_k141_245223	ERR594312	k141_245223	RiPP	RiPP-like	9135	9951	0	0	1	0	0
ERR594312_k141_245958	ERR594312	k141_245958	other	phosphonate	5797	18365	0	0	0	1	0
ERR594312_k141_403108	ERR594312	k141_403108	other	acyl_amino_acids	9544	10798	0	0	0	1	0
ERR594312_k141_918768	ERR594312	k141_918768	other	hserlactone	122728	123352	0	0	0	1	0
ERR594312_k141_918768	ERR594312	k141_918768	other	hserlactone	122728	123352	0	0	0	1	0
ERR594312_k141_918768	ERR594312	k141_918768	other	hydrogen-cyanide	335859	338701	0	0	0	1	0
ERR594312_k141_823904	ERR594312	k141_823904	other	hserlactone	9331	10153	0	0	0	1	0
ERR594312_k141_147975	ERR594312	k141_147975	other	ectoine	16601	16916	0	0	0	1	0
ERR594312_k141_201358	ERR594312	k141_201358	terpene	terpene	14167	17066	0	0	0	0	1
ERR594312_k141_927482	ERR594312	k141_927482	other	acyl_amino_acids	4470	5637	0	0	0	1	0
ERR594312_k141_360681	ERR594312	k141_360681	RiPP	RRE-containing	306482	307721	0	0	1	0	0
ERR594312_k141_257745	ERR594312	k141_257745	RiPP	RiPP-like	16852	19132	0	0	1	0	0
ERR594312_k141_985528	ERR594312	k141_985528	other	acyl_amino_acids	81428	82751	0	0	0	1	0
ERR594312_k141_985528	ERR594312	k141_985528	RiPP	RiPP-like	121117	121951	0	0	1	0	0
ERR594312_k141_205415	ERR594312	k141_205415	other	betalactone	1077	4492	0	0	0	1	0
ERR594312_k141_568287	ERR594312	k141_568287	other	betalactone	1478	11864	0	0	0	1	0
ERR594312_k141_569363	ERR594312	k141_569363	other	NI-siderophore	72595	74455	0	0	0	1	0
ERR594312_k141_416117	ERR594312	k141_416117	other	NI-siderophore	11499	13308	0	0	0	1	0
