contigID	sample	contig	BGC category	BGC product	core start	core end	NRPS	PKS	RiPP	other	terpene
SRR3719657_k141_342593	SRR3719657	k141_342593	NRPS	NRPS	6760	13699	1	0	0	0	0
SRR3719657_k141_999198	SRR3719657	k141_999198	terpene	terpene	21115	21988	0	0	0	0	1
SRR3719657_k141_1282839	SRR3719657	k141_1282839	other	resorcinol	13239	14376	0	0	0	1	0
SRR3719657_k141_65216	SRR3719657	k141_65216	other	hydrogen-cyanide	15543	18320	0	0	0	1	0
SRR3719657_k141_1568352	SRR3719657	k141_1568352	other	other	3844	5086	0	0	0	1	0
SRR3719657_k141_723412	SRR3719657	k141_723412	RiPP	RRE-containing	2105	2747	0	0	1	0	0
SRR3719657_k141_1194248	SRR3719657	k141_1194248	other	betalactone	0	8440	0	0	0	1	0
SRR3719657_k141_1759891	SRR3719657	k141_1759891	other	hydrogen-cyanide	9772	18493	0	0	0	1	0
SRR3719657_k141_165973	SRR3719657	k141_165973	RiPP	redox-cofactor	666	2900	0	0	1	0	0
SRR3719657_k141_442499	SRR3719657	k141_442499	RiPP	lanthipeptide-class-ii	3064	6337	0	0	1	0	0
SRR3719657_k141_635202	SRR3719657	k141_635202	NRPS	NRPS-like	36037	39727	1	0	0	0	0
SRR3719657_k141_1007147	SRR3719657	k141_1007147	RiPP	lanthipeptide-class-ii	4689	7923	0	0	1	0	0
SRR3719657_k141_915976	SRR3719657	k141_915976	PKS	T1PKS	14970	21783	0	1	0	0	0
SRR3719657_k141_915976	SRR3719657	k141_915976	PKS	T1PKS	14970	21783	0	1	0	0	0
SRR3719657_k141_1007671	SRR3719657	k141_1007671	other	phosphonate	5505	15928	0	0	0	1	0
SRR3719657_k141_1007671	SRR3719657	k141_1007671	other	phosphonate	5505	15928	0	0	0	1	0
SRR3719657_k141_636715	SRR3719657	k141_636715	RiPP	RiPP-like	20354	22115	0	0	1	0	0
SRR3719657_k141_916837	SRR3719657	k141_916837	NRPS	CDPS	6497	7202	1	0	0	0	0
SRR3719657_k141_1480331	SRR3719657	k141_1480331	RiPP	RRE-containing	7585	8227	0	0	1	0	0
SRR3719657_k141_638841	SRR3719657	k141_638841	other	phosphonate	425	11871	0	0	0	1	0
SRR3719657_k141_76702	SRR3719657	k141_76702	terpene	terpene	27434	29573	0	0	0	0	1
SRR3719657_k141_1011155	SRR3719657	k141_1011155	RiPP	RRE-containing	1384	2026	0	0	1	0	0
SRR3719657_k141_262470	SRR3719657	k141_262470	RiPP	ranthipeptide	3842	13145	0	0	1	0	0
SRR3719657_k141_173065	SRR3719657	k141_173065	RiPP	RRE-containing	1078	1720	0	0	1	0	0
SRR3719657_k141_828208	SRR3719657	k141_828208	terpene	terpene	9683	11601	0	0	0	0	1
SRR3719657_k141_923713	SRR3719657	k141_923713	other	resorcinol	5684	6824	0	0	0	1	0
SRR3719657_k141_1861860	SRR3719657	k141_1861860	PKS	arylpolyene	1259	10058	0	1	0	0	0
SRR3719657_k141_1486975	SRR3719657	k141_1486975	NRPS	NRPS-like	5312	9539	1	0	0	0	0
SRR3719657_k141_736397	SRR3719657	k141_736397	other	hydrogen-cyanide	12166	14977	0	0	0	1	0
SRR3719657_k141_1300417	SRR3719657	k141_1300417	RiPP	RRE-containing	2678	3317	0	0	1	0	0
SRR3719657_k141_927547	SRR3719657	k141_927547	other	phosphonate	3559	5293	0	0	0	1	0
SRR3719657_k141_85604	SRR3719657	k141_85604	terpene	terpene	8057	9981	0	0	0	0	1
SRR3719657_k141_269525	SRR3719657	k141_269525	other	betalactone	8019	18147	0	0	0	1	0
SRR3719657_k141_183030	SRR3719657	k141_183030	PKS	T1PKS	0	5712	0	1	0	0	0
SRR3719657_k141_274860	SRR3719657	k141_274860	PKS	arylpolyene	5311	8956	0	1	0	0	0
SRR3719657_k141_655614	SRR3719657	k141_655614	terpene	terpene	34097	35802	0	0	0	0	1
SRR3719657_k141_463329	SRR3719657	k141_463329	RiPP	proteusin	2766	4284	0	0	1	0	0
SRR3719657_k141_463329	SRR3719657	k141_463329	RiPP	proteusin	2766	4284	0	0	1	0	0
SRR3719657_k141_1027362	SRR3719657	k141_1027362	terpene	terpene	29489	31382	0	0	0	0	1
SRR3719657_k141_374729	SRR3719657	k141_374729	terpene	terpene	12077	14114	0	0	0	0	1
SRR3719657_k141_374859	SRR3719657	k141_374859	terpene	terpene	28322	29474	0	0	0	0	1
