contigID	sample	contig	BGC category	BGC product	core start	core end	NRPS	PKS	RiPP	other	terpene
SRR5210996_k141_3048593	SRR5210996	k141_3048593	RiPP	RRE-containing	553	838	0	0	1	0	0
SRR5210996_k141_2597009	SRR5210996	k141_2597009	NRPS	NRPS	6048	14247	1	0	0	0	0
SRR5210996_k141_2825510	SRR5210996	k141_2825510	NRPS	NRPS	4869	9405	1	0	0	0	0
SRR5210996_k141_4644391	SRR5210996	k141_4644391	NRPS	NRPS	1	10401	1	0	0	0	0
SRR5210996_k141_2143027	SRR5210996	k141_2143027	RiPP	RiPP-like	20915	21806	0	0	1	0	0
SRR5210996_k141_5787720	SRR5210996	k141_5787720	NRPS	NRPS	6507	18258	1	0	0	0	0
SRR5210996_k141_5105293	SRR5210996	k141_5105293	RiPP	lanthipeptide-class-ii	5676	8607	0	0	1	0	0
SRR5210996_k141_6018450	SRR5210996	k141_6018450	RiPP	ranthipeptide	1625	7027	0	0	1	0	0
SRR5210996_k141_325560	SRR5210996	k141_325560	NRPS	NRPS	2	12251	1	0	0	0	0
SRR5210996_k141_99167	SRR5210996	k141_99167	other	phosphonate	4762	19798	0	0	0	1	0
SRR5210996_k141_2838591	SRR5210996	k141_2838591	NRPS	NRPS	176	33150	1	0	0	0	0
SRR5210996_k141_2838591	SRR5210996	k141_2838591	NRPS	NRPS	176	33150	1	0	0	0	0
SRR5210996_k141_1471236	SRR5210996	k141_1471236	RiPP	RiPP-like	13271	14423	0	0	1	0	0
SRR5210996_k141_2615674	SRR5210996	k141_2615674	NRPS	NRPS	2	10472	1	0	0	0	0
SRR5210996_k141_3978477	SRR5210996	k141_3978477	NRPS	NRPS	13456	17581	1	0	0	0	0
SRR5210996_k141_4210499	SRR5210996	k141_4210499	NRPS	NRPS	2689	10111	1	0	0	0	0
SRR5210996_k141_1479973	SRR5210996	k141_1479973	NRPS	NRPS	2	10803	1	0	0	0	0
SRR5210996_k141_1479973	SRR5210996	k141_1479973	NRPS	NRPS	2	10803	1	0	0	0	0
SRR5210996_k141_4215496	SRR5210996	k141_4215496	RiPP	RiPP-like	23723	25268	0	0	1	0	0
SRR5210996_k141_5811208	SRR5210996	k141_5811208	RiPP	ranthipeptide	5058	6400	0	0	1	0	0
SRR5210996_k141_1702243	SRR5210996	k141_1702243	RiPP	RiPP-like	26628	27639	0	0	1	0	0
SRR5210996_k141_4219534	SRR5210996	k141_4219534	NRPS	NRPS	10862	40827	1	0	0	0	0
SRR5210996_k141_4219534	SRR5210996	k141_4219534	NRPS	NRPS	10862	40827	1	0	0	0	0
SRR5210996_k141_4219534	SRR5210996	k141_4219534	NRPS	NRPS	10862	40827	1	0	0	0	0
SRR5210996_k141_5356497	SRR5210996	k141_5356497	RiPP	microviridin	5604	5739	0	0	1	0	0
SRR5210996_k141_4902482	SRR5210996	k141_4902482	NRPS	NRPS	1118	5786	1	0	0	0	0
SRR5210996_k141_3086495	SRR5210996	k141_3086495	RiPP	RiPP-like	9592	10594	0	0	1	0	0
SRR5210996_k141_357261	SRR5210996	k141_357261	other	phosphonate	4303	5602	0	0	0	1	0
SRR5210996_k141_3088473	SRR5210996	k141_3088473	NRPS	NRPS	1035	16249	1	0	0	0	0
SRR5210996_k141_6734635	SRR5210996	k141_6734635	RiPP	RiPP-like	2874	5982	0	0	1	0	0
SRR5210996_k141_1034031	SRR5210996	k141_1034031	other	hydrogen-cyanide	441	3841	0	0	0	1	0
SRR5210996_k141_1942698	SRR5210996	k141_1942698	NRPS	NRPS	2	10757	1	0	0	0	0
SRR5210996_k141_2640211	SRR5210996	k141_2640211	NRPS	NRPS	5611	15238	1	0	0	0	0
SRR5210996_k141_5826895	SRR5210996	k141_5826895	NRPS	NRPS	4431	14241	1	0	0	0	0
SRR5210996_k141_5830274	SRR5210996	k141_5830274	RiPP	RiPP-like	3626	4616	0	0	1	0	0
SRR5210996_k141_1040510	SRR5210996	k141_1040510	RiPP	redox-cofactor	246235	248639	0	0	1	0	0
SRR5210996_k141_3555999	SRR5210996	k141_3555999	NRPS	NRPS	0	8713	1	0	0	0	0
SRR5210996_k141_5375672	SRR5210996	k141_5375672	NRPS	NRPS	1	11878	1	0	0	0	0
SRR5210996_k141_6972367	SRR5210996	k141_6972367	NRPS	NRPS	1	13855	1	0	0	0	0
SRR5210996_k141_825430	SRR5210996	k141_825430	other	other	15891	25181	0	0	0	1	0
SRR5210996_k141_4016082	SRR5210996	k141_4016082	RiPP	RRE-containing	12990	13227	0	0	1	0	0
SRR5210996_k141_6525109	SRR5210996	k141_6525109	NRPS	NRPS	11374	18353	1	0	0	0	0
SRR5210996_k141_5617227	SRR5210996	k141_5617227	NRPS	NRPS	4818	9396	1	0	0	0	0
SRR5210996_k141_5617227	SRR5210996	k141_5617227	NRPS	NRPS	4818	9396	1	0	0	0	0
SRR5210996_k141_5617227	SRR5210996	k141_5617227	NRPS	NRPS	4818	9396	1	0	0	0	0
SRR5210996_k141_2424329	SRR5210996	k141_2424329	NRPS	NRPS-like	1173	3891	1	0	0	0	0
SRR5210996_k141_5847732	SRR5210996	k141_5847732	PKS	arylpolyene	131463	132711	0	1	0	0	0
SRR5210996_k141_5847732	SRR5210996	k141_5847732	terpene	terpene	296778	297663	0	0	0	0	1
SRR5210996_k141_5847732	SRR5210996	k141_5847732	other	betalactone	405873	410918	0	0	0	1	0
SRR5210996_k141_1522288	SRR5210996	k141_1522288	PKS	hglE-KS	696	7854	0	1	0	0	0
SRR5210996_k141_1060851	SRR5210996	k141_1060851	RiPP	RiPP-like	19534	20617	0	0	1	0	0
SRR5210996_k141_3798338	SRR5210996	k141_3798338	NRPS	NRPS	532	13524	1	0	0	0	0
SRR5210996_k141_3798338	SRR5210996	k141_3798338	NRPS	NRPS	532	13524	1	0	0	0	0
SRR5210996_k141_6989553	SRR5210996	k141_6989553	terpene	terpene	4599	18603	0	0	0	0	1
SRR5210996_k141_615245	SRR5210996	k141_615245	NRPS	NRPS	514	10480	1	0	0	0	0
SRR5210996_k141_1529591	SRR5210996	k141_1529591	RiPP	RiPP-like	1066	2068	0	0	1	0	0
SRR5210996_k141_6999468	SRR5210996	k141_6999468	other	betalactone	2659	13797	0	0	0	1	0
SRR5210996_k141_4034010	SRR5210996	k141_4034010	PKS	T3PKS	21112	22285	0	1	0	0	0
SRR5210996_k141_1977079	SRR5210996	k141_1977079	NRPS	NRPS	1	14584	1	0	0	0	0
SRR5210996_k141_2438634	SRR5210996	k141_2438634	NRPS	CDPS	15471	16548	1	0	0	0	0
SRR5210996_k141_3363005	SRR5210996	k141_3363005	PKS	arylpolyene	1380	2574	0	1	0	0	0
SRR5210996_k141_4726029	SRR5210996	k141_4726029	NRPS	NRPS-like	24432	26934	1	0	0	0	0
SRR5210996_k141_4731197	SRR5210996	k141_4731197	other	phosphonate	109	20050	0	0	0	1	0
SRR5210996_k141_4052632	SRR5210996	k141_4052632	NRPS	NRPS	3162	12579	1	0	0	0	0
SRR5210996_k141_6560474	SRR5210996	k141_6560474	NRPS	NRPS	1	12233	1	0	0	0	0
SRR5210996_k141_1770112	SRR5210996	k141_1770112	NRPS	NRPS	17829	23190	1	0	0	0	0
SRR5210996_k141_1770112	SRR5210996	k141_1770112	NRPS	NRPS	17829	23190	1	0	0	0	0
SRR5210996_k141_3149349	SRR5210996	k141_3149349	RiPP	RiPP-like	3028	3991	0	0	1	0	0
SRR5210996_k141_192559	SRR5210996	k141_192559	terpene	terpene	1	1557	0	0	0	0	1
SRR5210996_k141_4745385	SRR5210996	k141_4745385	NRPS	NRPS	2	10109	1	0	0	0	0
SRR5210996_k141_2245615	SRR5210996	k141_2245615	RiPP	RRE-containing	1782	2070	0	0	1	0	0
SRR5210996_k141_198723	SRR5210996	k141_198723	other	hydrogen-cyanide	106715	109662	0	0	0	1	0
SRR5210996_k141_198723	SRR5210996	k141_198723	other	NI-siderophore	182021	183926	0	0	0	1	0
SRR5210996_k141_3163047	SRR5210996	k141_3163047	RiPP	RRE-containing	9047	9305	0	0	1	0	0
SRR5210996_k141_1105143	SRR5210996	k141_1105143	other	other	33142	34189	0	0	0	1	0
SRR5210996_k141_4069768	SRR5210996	k141_4069768	RiPP	RRE-containing	6107	6359	0	0	1	0	0
SRR5210996_k141_5673962	SRR5210996	k141_5673962	NRPS	NRPS	2	18108	1	0	0	0	0
SRR5210996_k141_2480759	SRR5210996	k141_2480759	RiPP	RRE-containing	7148	7619	0	0	1	0	0
SRR5210996_k141_4991224	SRR5210996	k141_4991224	NRPS	NRPS	2	9434	1	0	0	0	0
SRR5210996_k141_4991224	SRR5210996	k141_4991224	NRPS	NRPS	2	9434	1	0	0	0	0
SRR5210996_k141_1351295	SRR5210996	k141_1351295	NRPS	NRPS-like	846	3531	1	0	0	0	0
SRR5210996_k141_2021883	SRR5210996	k141_2021883	NRPS	NRPS	0	10038	1	0	0	0	0
SRR5210996_k141_4995138	SRR5210996	k141_4995138	NRPS	NRPS	2110	8401	1	0	0	0	0
SRR5210996_k141_4995138	SRR5210996	k141_4995138	NRPS	NRPS	2110	8401	1	0	0	0	0
SRR5210996_k141_4995138	SRR5210996	k141_4995138	NRPS	NRPS	2110	8401	1	0	0	0	0
SRR5210996_k141_7273194	SRR5210996	k141_7273194	RiPP	RiPP-like	19945	20986	0	0	1	0	0
SRR5210996_k141_7273195	SRR5210996	k141_7273195	RiPP	RiPP-like	23433	24501	0	0	1	0	0
SRR5210996_k141_7273215	SRR5210996	k141_7273215	RiPP	RiPP-like	38954	39989	0	0	1	0	0
SRR5210996_k141_6141188	SRR5210996	k141_6141188	RiPP	RiPP-like	32652	33615	0	0	1	0	0
SRR5210996_k141_450576	SRR5210996	k141_450576	other	other	6382	7555	0	0	0	1	0
SRR5210996_k141_5919677	SRR5210996	k141_5919677	NRPS	NRPS	0	12357	1	0	0	0	0
SRR5210996_k141_3865209	SRR5210996	k141_3865209	PKS	arylpolyene	1542	10695	0	1	0	0	0
SRR5210996_k141_675229	SRR5210996	k141_675229	NRPS	NRPS	9110	12104	1	0	0	0	0
