contigID	sample	contig	BGC category	BGC product	core start	core end	NRPS	PKS	RiPP	other	terpene
SRR3952299_k141_4034955	SRR3952299	k141_4034955	other	hydrogen-cyanide	28521	31339	0	0	0	1	0
SRR3952299_k141_10112405	SRR3952299	k141_10112405	other	hserlactone	15486	16227	0	0	0	1	0
SRR3952299_k141_478020	SRR3952299	k141_478020	RiPP	RiPP-like	13081	14152	0	0	1	0	0
SRR3952299_k141_487310	SRR3952299	k141_487310	RiPP	RiPP-like	57466	58330	0	0	1	0	0
SRR3952299_k141_8921797	SRR3952299	k141_8921797	PKS	T3PKS	13215	14397	0	1	0	0	0
SRR3952299_k141_1693803	SRR3952299	k141_1693803	RiPP	RiPP-like	49287	51048	0	0	1	0	0
SRR3952299_k141_1090676	SRR3952299	k141_1090676	PKS	arylpolyene	42466	43705	0	1	0	0	0
SRR3952299_k141_493308	SRR3952299	k141_493308	RiPP	RiPP-like	1834	2677	0	0	1	0	0
SRR3952299_k141_1697624	SRR3952299	k141_1697624	RiPP	lanthipeptide-class-ii	3140	6518	0	0	1	0	0
SRR3952299_k141_1697624	SRR3952299	k141_1697624	RiPP	lanthipeptide-class-ii	3140	6518	0	0	1	0	0
SRR3952299_k141_1096446	SRR3952299	k141_1096446	other	betalactone	25979	28999	0	0	0	1	0
SRR3952299_k141_8339029	SRR3952299	k141_8339029	RiPP	RiPP-like	4222	5080	0	0	1	0	0
SRR3952299_k141_11980124	SRR3952299	k141_11980124	terpene	terpene	27923	28331	0	0	0	0	1
SRR3952299_k141_1131163	SRR3952299	k141_1131163	other	NI-siderophore	6822	13134	0	0	0	1	0
SRR3952299_k141_3571306	SRR3952299	k141_3571306	NRPS	NRPS-like	51295	54040	1	0	0	0	0
SRR3952299_k141_10851602	SRR3952299	k141_10851602	terpene	terpene	11173	11875	0	0	0	0	1
SRR3952299_k141_4219761	SRR3952299	k141_4219761	terpene	terpene	4183	6271	0	0	0	0	1
SRR3952299_k141_2410332	SRR3952299	k141_2410332	terpene	terpene	66	1065	0	0	0	0	1
SRR3952299_k141_3621678	SRR3952299	k141_3621678	PKS	T3PKS	30684	31866	0	1	0	0	0
